Archive,ID,Possession Status,Floor No,Commercial,Developer,Approved Authority Name,Units Available,Price,Flooring Type,Electricity Status,Maintenance Type,Maintenance Charges,Booking Amount,Landmark,Covered Area,Project Name,sqft Price,Carpet Area,Area Name,Property Uniqueness,Unit of Carpet Area,Society,Ownership Type,furnished Type,Bathroom,Parking,Facing,Amenities Facing,Transaction Type,Floor Data,Type of Property,City,bedroom,floors,Water Status,Luxury Flat,Carpet Area Unit,isPrimeLocationProperty,Location,Property,covArea Unit,isLuxuryServiceProvided,Property Lifespan,balconies,Rera,Power Back Up,Lift,Rain Water Harvesting,Club House,Swimming Pool,Gymnasium,Park,Parking2,Security,Water Storage,Private Terrace/Garden,Vaastu Compliant,Service/Goods Lift,Air Conditioned,Visitor Parking,Intercom Facility,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,RO Water System,Banquet Hall,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,Jogging and Strolling Track,Outdoor Tennis Courts,Mansion,Downtown,Skyline View,Wrap Around Balcony,Island Kitchen Layout,Full Glass Wall,House help accommodation,Concierge Services,Garden View,Marble flooring,Well Furnished,Modular Kitchen,Helipad,Private pool,Private Jaccuzi,Mini Cinema Theatre,Golf Course,Infinity Swimming Pool,Pool with temperature control,Sea facing,Skydeck,Earth quake resistant,Theme based Architectures,Health club with Steam / Jaccuzi,Large Clubhouse,Large Open space,Fingerprint Access,Grand Entrance lobby,Private Garage,Fireplace,Wine Cellar,Sky Villa,Water Front,Hilltop,Smart Home,Barbeque space,Kids play area,Library,Puja Room,Study,Servant Room,Store,Aerobics Room,Canopy Walk,Coffee Lounge & Restaurants,Dance Studio,Event Space & Amphitheatre,Flower Gardens,Guest Accommodation,Indoor Squash & Badminton Courts,Kids Play Pool With Water Slides,Library And Business Centre,Meditation Area,Multipurpose Courts,Recreational Pool,Rentable CommuniPfty Space,Retail Boulevard (Retail Shops),Cycling & Jogging Track,Fire Fighting Equipment,Aesthetically designed landscape garden,Possession By,Land Area / Covered Area,Land Area Unit,Pantry Type
properties_csv.zip,4439,Ready to Move,9,N,DB Realty Pvt. Ltd.,MCGM,0,37000000,Vitrified,No/Rare Powercut,Monthly,10000,500000,"dindoshi depo , oberoi mall , gokuldham medical centre",1550,Shagun Tower,23870,1165,Gokuldham,NA,Sq-ft,Y,Co-operative Society,Furnished,3,1 Open,East,Main Road,Resale,9 of 16 Floor,Apartment,Mumbai,3,16,Water Availability 24 Hours Available,F,Sq-ft,Y,"Gokuldham, Mumbai",3 BHK Flat,Sq-ft,0,5 to 10 years,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
properties_csv.zip,4438,Ready to Move,8,N,Raheja Universal Pvt. Ltd.,MCGM,0,20000000,"Ceramic Tiles,Marble",No/Rare Powercut,Monthly,NA,1000000,Next to hub mall,1010,Raheja Sherwood,19801,680,Goregaon East,NA,Sq-ft,Y,Freehold,Semi-Furnished,2,1 Covered,East,Garden/Park,Resale,8 of 15 Floor,Apartment,Mumbai,2,15,Water Availability 24 Hours Available,F,Sq-ft,Y,"Goregaon East, Mumbai",2 BHK Flat,Sq-ft,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
properties_csv.zip,4437,Ready to Move,25,N,Oberoi Realty Ltd.,MCGM,1,69999999,Vitrified,No/Rare Powercut,Monthly,15000,5000000,oberoi mall,2195,Oberoi Esquire,31890,1330,Film City Road,East Facing Property,Sq-ft,Y,Freehold,Unfurnished,4,2 Covered,East,"Garden/Park, Pool, Main Road",Resale,25 of 50 Floor,Apartment,Mumbai,3,50,Water Availability 24 Hours Available,F,Sq-ft,Y,"Film City Road, Mumbai",3 BHK Flat,Sq-ft,0,Less than 5 years,8,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
properties_csv.zip,4436,Ready to Move,NA,N,Lodha,MCGM,2,110000000,Marble,No/Rare Powercut,Monthly,20000,2000000,Near By Hub Mall,3000,Lodha Fiorenza,36666,2200,Goregaon East,Newly Constructed Property,Sq-ft,Y,Freehold,Semi-Furnished,6,2 Covered,North - East,"Garden/Park, Main Road",New Property,NA,Apartment,Mumbai,4,NA,Water Availability 24 Hours Available,F,Sq-ft,Y,"Goregaon East, Mumbai",4 BHK Flat,Sq-ft,0,Less than 5 years,4,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
properties_csv.zip,4435,Under Construction,18,N,Avant Group,MCGM,1,11700000,"Ceramic Tiles,Granite,Marble,Marbonite,Vitrified,Wooden",No/Rare Powercut,Monthly,4500,51000,Film city road  gokul dham.,995,Avant Hillway,11758,603,Gokuldham,NA,Sq-ft,Y,Freehold,Unfurnished,2,1 Covered,East,"Garden/Park, Pool, Main Road",New Property,18 of 23 Floor,Apartment,Mumbai,2,23,Water Availability 24 Hours Available,F,Sq-ft,Y,"Gokuldham, Mumbai",2 BHK Flat,Sq-ft,0,NA,NA,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
properties_csv.zip,4434,Ready to Move,14,N,Lodha,MCGM,NA,105000000,Vitrified,NA,Monthly,18000,5000000,"Hub Mall, Nesco, Bombay Exhibition Centre",3195,Lodha Fiorenza,32864,2076,Goregaon East,NA,Sq-ft,Y,Freehold,Unfurnished,4,NA,East,Garden/Park,Resale,14 of 46 Floor,Apartment,Mumbai,4,46,NA,F,Sq-ft,Y,"Goregaon East, Mumbai",4 BHK Flat,Sq-ft,0,5 to 10 years,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
properties_csv.zip,4433,Ready to Move,2,N,Neha Group,MCGM,NA,8000000,Vitrified,No/Rare Powercut,Monthly,2000,200000,classic comfort hotel,565,AMI Jharna,14159,456,Goregaon East,NA,Sq-ft,Y,Co-operative Society,Furnished,2,1 Open,East,"Garden/Park, Main Road",Resale,2 of 7 Floor,Apartment,Mumbai,1,7,Water Availability 24 Hours Available,F,Sq-ft,Y,"Goregaon East, Mumbai",1 BHK Flat,Sq-ft,0,5 to 10 years,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
properties_csv.zip,4432,Ready to Move,13,N,Sadguru Group Housing & Infrastructure,MHADA,1,30000000,Vitrified,No/Rare Powercut,Monthly,0,500000,"Near Satellite Tower , Goregaon east",1000,Sadguru Complex,30000,800,Film City Road,"Near Satellite Tower , Goregaon east",Sq-ft,Y,Co-operative Society,Unfurnished,2,2 Open,East,"Garden/Park, Main Road",Resale,13 of 14 Floor,Apartment,Mumbai,2,14,Water Availability 24 Hours Available,F,Sq-ft,Y,"Film City Road, Mumbai",2 BHK Flat,Sq-ft,0,5 to 10 years,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
properties_csv.zip,4431,Ready to Move,30,N,Romell Group,ABADev,NA,39000000,Normal Tiles/Kotah Stone,No/Rare Powercut,Monthly,12500,1000000,Western express highway goregaon station.,1350,Romell Aether,28888,981,Goregaon East,Newly Constructed Property,Sq-ft,N,Freehold,Unfurnished,3,2 Covered,East,Main Road,New Property,30 of 35 Floor,Apartment,Mumbai,3,35,Water Availability 24 Hours Available,F,Sq-ft,Y,"Goregaon East, Mumbai",3 BHK Flat,Sq-ft,0,New Construction,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
properties_csv.zip,4430,Under Construction,2,N,IM Buildcon,ABADev,4,36500000,Vitrified,No/Rare Powercut,Monthly,8000,1500000,Oberoi Mall 2 minMetro 2 minRailway station 5 minW.E. Highway 1 min,1685,Applaud 38,21661,1204,Goregaon East,NA,Sq-ft,N,Freehold,Unfurnished,3,2 Covered,East,"Garden/Park, Pool, Main Road",New Property,2 of 35 Floor,Apartment,Mumbai,3,35,Water Availability 24 Hours Available,F,Sq-ft,Y,"Goregaon East, Mumbai",3 BHK Flat,Sq-ft,0,NA,NA,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
properties_csv.zip,4429,Ready to Move,15,N,Oberoi Realty Ltd.,MCGM,NA,60000000,Marble,No/Rare Powercut,Monthly,20000,1100000,off western express highway,1820,Oberoi Exquisite,32967,1081,Goregaon East,NA,Sq-ft,Y,Co-operative Society,Semi-Furnished,3,2 Covered,East,Garden/Park,Resale,15 of 50 Floor,Apartment,Mumbai,3,50,Water Availability 24 Hours Available,F,Sq-ft,Y,"Goregaon East, Mumbai",3 BHK Flat,Sq-ft,0,Less than 5 years,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
properties_csv.zip,4428,Ready to Move,2,N,NA,NA,1,75000000,"Ceramic Tiles,Granite,Marble,Marbonite,Vitrified,Wooden",No/Rare Powercut,Monthly,0,500000,Near Oberoi mall.,3300,NA,22727,2400,Yashodham,NA,Sq-ft,N,Freehold,Furnished,4,2 Covered,East,"Garden/Park, Main Road",Resale,2 of 2 Floor,Residential House,Mumbai,4,2,Water Availability 24 Hours Available,F,Sq-ft,Y,NA,NA,Sq-ft,0,10 to 15 years,NA,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,4500,12850,NA
properties_csv.zip,4427,Under Construction,11,N,Arkade Group,MCGM,5,17000000,Vitrified,No/Rare Powercut,Monthly,6500,500000,"near western express highway,near goregoan railway stn, near metro stn",1067,ARKADE Aspire,15932,647,Goregaon East,NA,Sq-ft,Y,Freehold,Semi-Furnished,2,1 Covered,East,"Garden/Park, Main Road",New Property,11 of 22 Floor,Apartment,Mumbai,2,22,Water Availability 24 Hours Available,F,Sq-ft,Y,"Goregaon East, Mumbai",2 BHK Flat,Sq-ft,0,NA,NA,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
properties_csv.zip,4426,Ready to Move,9,N,K. Raheja Realty,MCGM,10,21000000,Vitrified,No/Rare Powercut,Monthly,0,700000,"Near Infinity I T Park, Film City Road.........",1125,Raheja Residency,18666,730,Film City Road,"Near Infinity I T Park, Film City Road.........",Sq-ft,Y,Freehold,Unfurnished,2,1 Covered,East,"Garden/Park, Pool, Main Road",New Property,9 of 20 Floor,Apartment,Mumbai,2,20,Water Availability 24 Hours Available,F,Sq-ft,Y,"Film City Road, Mumbai",2 BHK Flat,Sq-ft,0,New Construction,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
properties_csv.zip,4425,Ready to Move,21,N,DB Realty Pvt. Ltd.,NA,NA,42000000,"Marble,Marbonite,Normal Tiles/Kotah Stone,Vitrified,Wooden",No/Rare Powercut,Monthly,NA,500000,Gokuldham goregaon east.,1820,DB Woods,23076,1255,Gokuldham,NA,Sq-ft,Y,Co-operative Society,Semi-Furnished,3,1 Covered,East,"Garden/Park, Pool, Main Road",Resale,21 of 45 Floor,Apartment,Mumbai,3,45,Water Availability 24 Hours Available,F,Sq-ft,Y,"Gokuldham, Mumbai",3 BHK Flat,Sq-ft,0,Less than 5 years,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
properties_csv.zip,4424,Ready to Move,34,N,NA,NA,NA,67500000,NA,NA,NA,NA,2500000,Oberoi Mall,1860,NA,36290,1340,Goregaon East,NA,Sq-ft,Y,Freehold,Unfurnished,3,NA,North,"Garden/Park, Pool, Main Road",Resale,34 of 45 Floor,Apartment,Mumbai,3,45,NA,F,Sq-ft,Y,"Goregaon East, Mumbai",3 BHK Flat,Sq-ft,0,New Construction,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
properties_csv.zip,4423,Ready to Move,31,N,DB Realty Pvt. Ltd.,MCGM,1,46000000,"Ceramic Tiles,Granite,Marble,Marbonite,Mosaic,Normal Tiles/Kotah Stone,Wooden",No/Rare Powercut,Quarterly,15000,1000000,"Gokuldham ,Krishnavatika mandir",1785,DB Woods,25770,1250,Gokuldham,NA,Sq-ft,Y,Freehold,Semi-Furnished,3,2 Covered,East,"Garden/Park, Pool, Main Road",Resale,31 of 45 Floor,Apartment,Mumbai,3,45,Water Availability 24 Hours Available,F,Sq-ft,Y,"Gokuldham, Mumbai",3 BHK Flat,Sq-ft,0,5 to 10 years,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
properties_csv.zip,4422,Ready to Move,6,N,Ravi Group,NA,NA,16500000,NA,NA,NA,NA,100000,classic comfart hotel,900,Sankalp Society,18333,600,Goregaon East,NA,Sq-ft,Y,Freehold,Furnished,2,NA,East,"Garden/Park, Main Road",Resale,6 of 7 Floor,Apartment,Mumbai,2,7,NA,F,Sq-ft,Y,"Goregaon East, Mumbai",2 BHK Flat,Sq-ft,0,5 to 10 years,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
properties_csv.zip,4421,Under Construction,21,N,Agarwal Group of Companies,ABADev,NA,17400000,"Mosaic,Ceramic Tiles,Marble,Normal Tiles/Kotah Stone,Granite",NA,Quarterly,9,1100000,Strategically LocatedWestern Express Highway- 200 metersGoregaon Mulund Link Road- 300 metersUpcoming Metro Station- 150 metersMalad Station- 1.4 Kms.,800,Agarwal Floresta Maple,21750,655,Goregaon East,East Facing Property,Sq-ft,Y,Freehold,Unfurnished,2,NA,East,"Garden/Park, Pool, Main Road",New Property,21 of 36 Floor,Apartment,Mumbai,2,36,NA,F,Sq-ft,Y,"Goregaon East, Mumbai",2 BHK Flat,Sq-ft,0,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
properties_csv.zip,4420,Ready to Move,34,Y,DB Realty Pvt. Ltd.,MCGM,10,36500000,Vitrified,No/Rare Powercut,Monthly,8500,100000,near gokuldham high school,1840,DB Woods,19836,1150,Gokuldham,East Facing Property,Sq-ft,Y,Freehold,Unfurnished,3,1 Covered,East,Garden/Park,Resale,34 of 45 Floor,Apartment,Mumbai,3,45,Water Availability 24 Hours Available,F,Sq-ft,Y,"Gokuldham, Mumbai",3 BHK Flat,Sq-ft,0,New Construction,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
properties_csv.zip,4419,Ready to Move,17,N,Mantri Realty Ltd.,MCGM,2,12000000,Marble,No/Rare Powercut,Monthly,NA,500000,Oberoi,1038,Mantri Serene,11560,680,Goregaon East,NA,Sq-ft,Y,Co-operative Society,Unfurnished,2,2 Covered,North - East,"Garden/Park, Main Road",Resale,17 of 18 Floor,Apartment,Mumbai,2,18,Water Availability 24 Hours Available,F,Sq-ft,Y,"Goregaon East, Mumbai",2 BHK Flat,Sq-ft,0,Less than 5 years,NA,NA,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
properties_csv.zip,4418,Ready to Move,8,N,NA,MCGM,1,14000000,"Vitrified,Ceramic Tiles",No/Rare Powercut,Monthly,4000,NA,opposite sudha hospital filmcity road.................................,875,NA,16000,875,Goregaon East,East Facing Property,Sq-ft,Y,Co-operative Society,Semi-Furnished,2,1 Covered,East,Garden/Park,Resale,8 of 8 Floor,Apartment,Mumbai,2,8,Water Availability 24 Hours Available,F,Sq-ft,Y,"Goregaon East, Mumbai",2 BHK Flat,Sq-ft,0,10 to 15 years,1,NA,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
properties_csv.zip,4417,Ready to Move,6,N,ACME GROUP INDIA,NA,NA,10000000,NA,NA,NA,NA,NA,NA,604,Apna Ghar,16556,400,Goregaon East,East Facing Property,Sq-ft,Y,Freehold,Unfurnished,1,NA,East,"Garden/Park, Main Road",Resale,6 of 7 Floor,Apartment,Mumbai,1,7,NA,F,Sq-ft,Y,"Goregaon East, Mumbai",1 BHK Flat,Sq-ft,0,Above 20 years,NA,NA,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
properties_csv.zip,4416,Ready to Move,12,N,NA,NA,NA,8700000,NA,NA,NA,NA,NA,NA,798,NA,10902,566,Goregaon East,NA,Sq-ft,Y,Co-operative Society,Unfurnished,2,NA,North,Garden/Park,Resale,12 of 20 Floor,Apartment,Mumbai,2,20,NA,F,Sq-ft,Y,"Goregaon East, Mumbai",2 BHK Flat,Sq-ft,0,10 to 15 years,2,NA,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
properties_csv.zip,4415,Ready to Move,8,N,Rustomjee,MCGM,1,65000000,Ceramic Tiles,No/Rare Powercut,Monthly,14000,800000,Near Oberoi Mall,3700,Rag Megh Malhar,17567,2400,Yeshodham,East Facing Property,Sq-ft,Y,Freehold,Furnished,5,1 Covered,East,Garden/Park,Resale,8 of 22 Floor,Apartment,Mumbai,5,22,Water Availability 24 Hours Available,F,Sq-ft,Y,"Yashodham, Mumbai",5 BHK Flat,Sq-ft,0,15 to 20 years,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
properties_csv.zip,4414,Ready to Move,17,Y,Satellite Builders Pvt. Ltd.,MCGM,1,24000000,Vitrified,No/Rare Powercut,Monthly,4000,300000,Near Film City Road,1250,Satellite Tower Goregaon East,19200,850,Goregaon East,East Facing Property,Sq-ft,Y,Freehold,Unfurnished,2,1 Covered,East,"Garden/Park, Pool, Main Road",New Property,17 of 34 Floor,Apartment,Mumbai,2,34,Water Availability 24 Hours Available,F,Sq-ft,Y,"Goregaon East, Mumbai",2 BHK Flat,Sq-ft,0,5 to 10 years,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
properties_csv.zip,4413,Under Construction,12,Y,IM Buildcon,MCGM,0,22000000,Vitrified,No/Rare Powercut,Monthly,4500,200000,"Near by Oberoi mall, Western Express Highway",850,Applaud 38,25882,750,Goregaon East,East Facing Property,Sq-ft,Y,Freehold,Unfurnished,2,2 Covered,East,"Garden/Park, Pool, Main Road",New Property,12 of 38 Floor,Apartment,Mumbai,2,38,Water Availability 24 Hours Available,F,Sq-ft,Y,"Goregaon East, Mumbai",2 BHK Flat,Sq-ft,0,NA,1,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
properties_csv.zip,4412,Under Construction,4,Y,IM Buildcon,MCGM,5,36000000,Vitrified,No/Rare Powercut,Monthly,8000,2000000,Near Oberoi Mall,2140,Applaud 38,16822,1338,Goregaon East,East Facing Property,Sq-ft,Y,Freehold,Unfurnished,3,1 Covered,East,Main Road,New Property,4 of 38 Floor,Apartment,Mumbai,3,38,Water Availability 24 Hours Available,F,Sq-ft,Y,"Goregaon East, Mumbai",3 BHK Flat,Sq-ft,0,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
